speciesKey,species,decimalLatitude,decimalLongitude,year,countryCode,taxonRank
7262070.0,Gorilla beringei,-1.104311,29.705041,2025,UG,SUBSPECIES
2489016.0,Creatophora cinerea,-0.28191,29.963899,2025,UG,SPECIES
2475214.0,Musophaga rossae,-0.28191,29.963899,2025,UG,SPECIES
2480377.0,Terathopius ecaudatus,-0.28191,29.963899,2025,UG,SPECIES
2481904.0,Ephippiorhynchus senegalensis,-0.28191,29.963899,2025,UG,SPECIES
5228229.0,Balearica regulorum,-0.28191,29.963899,2025,UG,SUBSPECIES
5228304.0,Halcyon leucocephala,-0.28191,29.963899,2025,UG,SPECIES
2480454.0,Haliaeetus vocifer,-0.28191,29.963899,2025,UG,SPECIES
2495783.0,Treron calvus,-0.28191,29.963899,2025,UG,SPECIES
2441212.0,Phacochoerus africanus,-0.28191,29.963899,2025,UG,SUBSPECIES
2441034.0,Syncerus caffer,-0.365379,29.99313,2025,UG,SUBSPECIES
5219404.0,Panthera leo,-0.240908,29.887368,2025,UG,SUBSPECIES
1886251.0,Spoladea recurvalis,3.827525,11.53823,2025,CM,SPECIES
8029174.0,Trioceros johnstoni,-1.042614,29.716902,2025,UG,SPECIES
7261430.0,Damaliscus korrigum,-0.28191,29.963899,2025,UG,SUBSPECIES
5231960.0,Centropus superciliosus,-0.28191,29.963899,2025,UG,SPECIES
5844448.0,Hieraaetus wahlbergi,-0.28191,29.963899,2025,UG,SPECIES
2495783.0,Treron calvus,-0.28191,29.963899,2025,UG,SPECIES
5220160.0,Kobus ellipsiprymnus,-0.276031,29.989459,2025,UG,SUBSPECIES
2470656.0,Varanus niloticus,-0.28191,29.963899,2025,UG,SPECIES
2470656.0,Varanus niloticus,-0.28191,29.963899,2025,UG,SPECIES
2494063.0,Ploceus nigerrimus,-0.28191,29.963899,2025,UG,SPECIES
10980922.0,Acanthocercus ugandaensis,-0.28191,29.963899,2025,UG,SPECIES
2435350.0,Loxodonta africana,-0.311761,29.95469,2025,UG,SPECIES
5219436.0,Panthera pardus,-0.295329,29.872061,2025,UG,SUBSPECIES
1341976.0,Apis mellifera,-1.223894,10.585886,2025,GA,SUBSPECIES
5228294.0,Eurystomus glaucurus,-0.28191,29.963899,2025,UG,SPECIES
2480764.0,Threskiornis aethiopicus,-0.28191,29.963899,2025,UG,SPECIES
1705891.0,Acanthacris ruficornis,-1.11596,29.678068,2025,UG,SPECIES
4403324.0,Karniella crassicerca,-1.116876,29.677733,2025,UG,SPECIES
5959139.0,Bubo lacteus,-0.28191,29.963899,2025,UG,SPECIES
5229150.0,Vanellus senegallus,-0.28191,29.963899,2025,UG,SPECIES
2493716.0,Pytilia melba,-0.28191,29.963899,2025,UG,SPECIES
7341507.0,Lamprotornis purpuroptera,-0.28191,29.963899,2025,UG,SPECIES
5218781.0,Crocuta crocuta,-0.28191,29.963899,2025,UG,SPECIES
2480475.0,Lophaetus occipitalis,-0.28191,29.963899,2025,UG,SPECIES
8029174.0,Trioceros johnstoni,-1.038085,29.776814,2025,UG,SPECIES
,,-0.28191,29.963899,2025,UG,GENUS
5707341.0,Papio anubis,-0.28191,29.963899,2025,UG,SPECIES
2496333.0,Chrysococcyx caprius,-0.28191,29.963899,2025,UG,SPECIES
5220161.0,Kobus kob,-0.28191,29.963899,2025,UG,SUBSPECIES
1710429.0,Pteroperina steini,-1.125928,29.678344,2025,UG,SPECIES
1728712.0,Taphronota calliparea,-1.116331,29.678227,2025,UG,SPECIES
2475403.0,Merops pusillus,-0.28191,29.963899,2025,UG,SPECIES
2473341.0,Numida meleagris,-0.28191,29.963899,2025,UG,SPECIES
1728115.0,Occidentosphena ruandensis,-1.115831,29.678095,2025,UG,SPECIES
1706071.0,Roduniella insipida,-1.117519,29.678694,2025,UG,SPECIES
1710429.0,Pteroperina steini,-1.116276,29.678025,2025,UG,SPECIES
1937941.0,Papilio jacksoni,-1.125928,29.678344,2025,UG,SPECIES
5229203.0,Bostrychia hagedash,-1.125928,29.678344,2025,UG,SPECIES
7340811.0,Euplectes macroura,-0.11357,11.597714,2025,GA,SPECIES
5228340.0,Halcyon senegalensis,-0.11357,11.597714,2025,GA,SPECIES
2496468.0,Clamator jacobinus,-0.11357,11.597714,2025,GA,SPECIES
7262070.0,Gorilla beringei,-1.227259,29.743128,2025,UG,SUBSPECIES
5231957.0,Centropus anselli,-0.11357,11.597714,2025,GA,SPECIES
2441034.0,Syncerus caffer,-0.166921,11.409649,2025,GA,SUBSPECIES
2493976.0,Dicrurus modestus,-0.11357,11.597714,2025,GA,SPECIES
2496333.0,Chrysococcyx caprius,-0.11357,11.597714,2025,GA,SPECIES
9348895.0,Turdus pelios,-0.11357,11.597714,2025,GA,SPECIES
2484628.0,Vidua macroura,-0.11357,11.597714,2025,GA,SPECIES
2482631.0,Picathartes oreas,-0.19692,11.485506,2025,GA,SPECIES
2475223.0,Corythaeola cristata,-0.11357,11.597714,2025,GA,SPECIES
2489053.0,Buphagus africanus,-0.130771,11.590006,2025,GA,SPECIES
7340615.0,Cinnyris cupreus,-0.11357,11.597714,2025,GA,SPECIES
2475448.0,Merops albicollis,-0.11357,11.597714,2025,GA,SPECIES
5229467.0,Colius striatus,-0.11357,11.597714,2025,GA,SPECIES
5228155.0,Crex egregia,-0.11357,11.597714,2025,GA,SPECIES
10148149.0,Allocnemis nigripes,2.985421,16.232541,2025,CF,SPECIES
,,-2.569043,29.236553,2025,RW,GENUS
1900053.0,Antanartia dimorphica,-2.467652,29.233473,2025,RW,SPECIES
10203260.0,Vanessula milca,-2.460338,29.09651,2025,RW,SPECIES
2495707.0,Streptopelia semitorquata,-0.11357,11.597714,2025,GA,SPECIES
2480923.0,Ardea melanocephala,-0.11357,11.597714,2025,GA,SPECIES
,,-2.569285,29.236315,2025,RW,GENUS
5130393.0,Junonia stygia,-2.569037,29.236252,2025,RW,SPECIES
2480756.0,Glareola nuchalis,-0.11357,11.597714,2025,GA,SPECIES
2490288.0,Anthus pallidiventris,-0.11357,11.597714,2025,GA,SPECIES
7262070.0,Gorilla beringei,-1.303091,29.427557,2025,CD,SUBSPECIES
1900055.0,Antanartia schaeneia,-1.395822,29.542133,2025,CD,SPECIES
8924113.0,Charaxes acuminatus,-2.457043,29.097213,2025,RW,SPECIES
,,-2.569037,29.236252,2025,RW,GENUS
5229139.0,Vanellus lugubris,-0.11357,11.597714,2025,GA,SPECIES
1428955.0,Palpopleura lucia,-0.11357,11.597714,2025,GA,SPECIES
5230851.0,Macronyx croceus,-0.11357,11.597714,2025,GA,SPECIES
,,-0.11357,11.597714,2025,GA,GENUS
2436589.0,Lophocebus albigena,-0.381082,11.762067,2025,GA,SPECIES
5219573.0,Cercopithecus nictitans,-0.371384,11.758462,2025,GA,SPECIES
1428848.0,Trithemis arteriosa,-0.11357,11.597714,2025,GA,SPECIES
8924113.0,Charaxes acuminatus,-2.569208,29.236207,2025,RW,SPECIES
2494032.0,Ploceus insignis,-0.976177,29.686958,2025,UG,SPECIES
2492657.0,Melaenornis ardesiacus,-1.074054,29.766167,2025,UG,SPECIES
7340726.0,Cinnyris regius,-1.066679,29.773489,2025,UG,SPECIES
2498148.0,Anas sparsa,-0.976201,29.686954,2025,UG,SPECIES
2480420.0,Pernis apivorus,1.930947,9.904881,2025,GQ,SPECIES
2489060.0,Poeoptera lugubris,-0.979762,29.691525,2025,UG,SPECIES
6101002.0,Crithagra striolata,-1.064368,29.772837,2025,UG,SPECIES
2475423.0,Merops gularis,-0.978779,29.691141,2025,UG,SPECIES
2492797.0,Cisticola chubbi,-1.064809,29.773277,2025,UG,SPECIES
7340928.0,Cyanomitra alinae,-1.060242,29.775558,2025,UG,SPECIES
9566659.0,Charadrius hiaticula,-4.763609,11.855242,2025,CG,SPECIES
5789252.0,Dyaphorophyia castanea,4.137543,11.069147,2025,CM,SPECIES
2481784.0,Numenius phaeopus,-4.763535,11.855252,2025,CG,SPECIES
6095338.0,Corythornis cristatus,-4.763332,11.855323,2025,CG,SPECIES
2475445.0,Merops bullockoides,-4.695598,11.844437,2025,CG,SPECIES
1912549.0,Bicyclus saussurei,-1.400233,29.591284,2025,RW,SPECIES
5231296.0,Camaroptera brachyura,4.097143,11.202668,2025,CM,SPECIES
2494101.0,Euplectes hordeaceus,-4.819804,11.87689,2025,CG,SPECIES
5788445.0,Bycanistes albotibialis,4.158258,11.066397,2025,CM,SPECIES
2493680.0,Lagonosticta senegala,-1.502648,29.620536,2025,RW,SPECIES
2432851.0,Eidolon helvum,-1.358303,29.669618,2025,UG,SPECIES
2475403.0,Merops pusillus,-4.281431,15.266081,2025,CG,SPECIES
7340615.0,Cinnyris cupreus,-0.11357,11.597714,2025,GA,SPECIES
2435350.0,Loxodonta africana,-0.189105,29.808214,2025,UG,SPECIES
5707341.0,Papio anubis,-0.64202,29.671105,2025,UG,SPECIES
